name,phone,street,city,country,website,description
BB Autos,07 67 85 45 80,5 impasses des causses, 31830 Plaisance du touch, France,http://www.leboncoin.fr/boutique/115497/bb_autos.htm,"Achat / Vente / Dépôt-vente de voiture atypique, youngtimer et de collection."
Biarritz Sports & Classic Cars,09 80 81 60 71,3 Avenue Edouard VII, 64200 Biarritz, France,http://www.bscc.fr,"Installés à Biarritz, sur la côte Basque, nous partageons notre passion pour l’automobile en sélectionnant et vendant des voitures que nous aimons.Véritable objet social de notre petite entreprise, le plaisir des belles voitures et des belles rencontres entre passionnés nous motive et nous enchante jour après… > lire la suite jour.Sans être philanthropes, nous commercialisons seulement une dizaine de voitures par an.  Ce volume nous permet une liberté de choix de véhicules que nous sélectionnons.Nous utilisons les voitures que nous proposons. C’est pour nous le meilleur moyen de le les apprécier, de les faire vivre et de les fiabiliser.Nous restons assez éclectiques dans le choix des modèles de nos véhicules avec, cependant, des points communs :Des modèles que nous aimons par leur ligne leur histoire ou leur originalitéDes voitures pour rouler et non pas pour être exposées.A défaut d’être parfaites des véhicules fiables & sains.Et avant tout, des automobiles pour le plaisir !"
BL Prestige,06 61 65 94 23,, 01400 Chatillon sur Chalaronne, France,http://www.blprestige.com, 06 61 65 94 23
Black Cat's Mechanics,06 50 52 51 88,L\'Abbaye, 14260 Aunay sur Odon, France,http://www.black-cats-mechanics.fr,Atelier pour voitures anciennesMécanique généraleÉlectricité/ÉlectroniqueRestaurationAchat/vente de voituresEntretien automobile
BM Course,06 78 74 32 76,, 59780 Baisieux, France,http://www.bmcourse.com, 06 78 74 32 76
BNY'S Car,07 64 69 78 82,14 rue de la belle Etoile, 91540 ORMOY, France,http://www.bnyscar.fr,Vous souhaitez trouver la Youngtimer de vos rêves ? vous êtes au bon endroit. Découvrez nos Youngtimers d’occasion et préparez-vous à une expérience sensationnelle au volant des plus mythiques voitures des années 70-90. BNY’S Car sélectionne ses youngtimers avec passion et expertise pour vous proposer des jeunes voitures de collections de premier choix. Chaque véhicule est préparé soigneusement avec une rénovation esthétique lui rendant sa jeunesse d’entant.
Boche automobiles,+33 (0)4 73 63 79 00,26 boulevard du pont Garnichaud, 63260 Aigueperse, France,http://www.bocheauto.com,"La société BOCHE AUTOMOBILES, créée par Jean Pierre BOCHE en 1990, a commencé son activité avec la restauration des MGB. Ce modèle, largement diffusé, robuste, avec une bonne disponibilité des pièces de rechange, se prête à une restauration en petite série.  La MGB reste nôtre véhicule de prédilection avec plus de 500 exemplaires restaurés à ce jour.… > lire la suite En 2011, la société rachetée par Olivier ENGELVIN et son épouse devient OE BOCHE AUTO mais conserve la même activité. Au fil des années, d'autres modèles et d'autres marques Anglaises sont venues étoffer notre gamme. Nous restaurons et assurons  l'entretien des AUSTIN HEALEY, MG, TRIUMPH, JAGUAR, ROLLS-ROYCE ainsi que des marques plus sportives comme LOTUS et CATERHAM.En 2015, nous devenons distributeur officiel de la marque WESTFIELD et vendons les modèles homologués sur route FW300 ainsi que ceux destinés à un usage piste: l'Aerorace, la sport 250 ou la Méga S2000. Nous vendons les pièces détachées des modèles récents ainsi que des plus anciens (SEI / ZEI) et en assurons l'entretien.Nos Anglaises étant achétées sur la côte Ouest des Etats Unis, nous importons de la même manière des Américaines des années 50 à 80 (Ford Mustang, Corvettes, Pick-up) et en assurons l'entretien ou la restauration.Si vous avez un problème ou un souhait spécifique, consultez nous. Auto"
Bordanova Sport Classic,05 63 30 16 50,10 rue Benjamin FRANKLIN, 82000 MONTAUBAN, France,http://bordanova-sport.jimdo.com,TOLERIE & PEINTURERestauration Véhicules anciens et véhicules de prestigePRÉPARATION VÉHICULES DE COMPÉTITIONCONCEPTION & POSE ADHESIFS
Bourcier Auto Sport,+33 (0)2 41 47 11 18,  8 rue de la Chanterie, 49124 St Barthélemy-d\'Anjou, France,http://www.bourcierautosport.com,"Sportives et Prestige :Porsche, Lotus, Corvette, Maserati etc… Plus de 20 ans d’expérience dans la vente et entretien de véhicule de sport et de prestige de toutes marques. Bourcier Auto Sport est le repère des passionnés d’automobiles… > lire la suite d’exception.Classics :Du « simple » réglage de carburateur, jusqu’à la restauration moteur et châssis complète, les anciennes sont au petits soins chez Bourcier Auto SportTrack Days et Compétition :Avec un palmarès en compétition qui s’étoffe toujours plus chaque année, l’efficacité et la renommée des véhicules préparés par Bourcier Auto Sport n’est plus à faire."
Bourgogne Auto Classic,07 86 34 27 03,15 rue de la Croix, 71700 Le Villars, France,http://bourgogne-auto-classic.fr,"Bourgogne Auto Classic est née de l'association de 3 amis passionnés de voitures anciennes et des mécaniques attachantes ; telles que le sont  les V8 américains.L'automobile Classique est un sujet si vaste, que la  vie d’un seule homme ne suffit pas à emmagasiner assez de savoir. L'union faisant la force, notre trio de… > lire la suite passionnés possède donc en cumulé, un sacré bagage de compétences, afin de mieux vous servir."
BPM Héritage,07 76 01 38 98,6 rue Pierre et Marie Curie, 45140 Ingré, France,http://www.bpmheritage.fr,BPM Héritage vous accompagne lors de l’acquisition de votre voiture de collection en vous proposant un service d’assurance et d’expertise selon vos souhaits et vos envies. Vous souhaitez l’excellence pour votre nouvelle acquisition?Nos partenaires comptent parmi les meilleurs professionnels de leurs secteurs. Ils se feront un plaisir de vous proposer les solutions les mieux appropriées… > lire la suite à vos besoins.
Bretagne roadster,06 22 31 17 20,54 rue braun, 50110 Tourlaville, France,http://www.bretagneroadster.com,"Spécialiste en véhicules de collection de marque anglaise depuis 25 ansAchat, vente et restauration : Jaguar, Triumph, MG, Austin Healey.Bretagne Roadster restaure les voitures de collection... nos trouvailles comme les… > lire la suite vôtres.Et quand on restaure... on restaure tout !À savoir la mécanique, la carrosserie, la sellerie etc ..."
Brittany Classic Cars,02 22 66 93 48,Beaulieu, 35230 Noyal-Châtillon-sur-Seiche, France,http://www.bccars.fr,"Vente, restauration, entretien, location, importation de véhicules anciens et de collection, près de Rennes en Bretagne."
BRM Collection,09 70 35 74 60,Impasse Voltaire, 13160 Châteaurenard, France,http://www.collectionbrm.fr,"La vente fait partie intégrale de notre ADN, mais la restauration aussi, nous ne pouvons dissocier ces deux activités qui jour après jour entretiennent notre passion pour vous accompagner dans votre aventureVous pouvez aussi compter sur nous pour réparer, entretenir et restaurer votre voiture de collection dans nos ateliers de Châteaurenard"
Bullit Racing ,04.90.95.44.11,43 AV ALBERT GLEIZES, 13210 ST REMY DE PROVENCE, France,http://www.bullit-racing.com/,"On s'occupe de tout !Le plaisir, rien que le plaisir...Qu'ils soient déjà immatriculés en France ou importés, tous nos véhicules sont vendus ""Clés en main"", nous nous occupons de toutes les formalités administratives (demande d'attestation… > lire la suite FFVE,  SIV, ANTS, Certificat provisoire WW, contrôle technique)Vous manquez de place, vous voulez sécuriser votre véhicule pour 1 mois ou sur une longue période et qu'il soit opérationnel à chaque sortieNous vous proposons des services spécialement adaptés.Partielle ou totale, la restauration d'une voiture de collection requiert des compétences bien spécifiques. Notre équipe d'experts maîtrise ce savoir-faire unique pour mener à bien tout projet de restauration.Une voiture de collection n'est pas une voiture comme les autres, elle nécessite les soins de spécialistes.Contactez nous pour plus de renseignements."
BVM Motors,05 56 01 03 92,21 Rue Thales - Parc Chateau Rouquey, 33700 MERIGNAC, France,http://www.bvm-motors.fr,"BVM Motors est spécialisé dans le négoce et le dépôt-vente de véhicules sport & prestige d'occasion toutes marques. Installé à Mérignac en bordure de rocade intérieure, sortie n°11 - Aéroport,Tous les véhicules sont visibles sur place et disponibles… > lire la suite immédiatement.BVM Motors propose un service de conciergerie automobile : prestation de contrôle technique, entretien de votre PORSCHE,  changement des pneumatiques, etc.  BVM Motors est aussi habilité par la Préfecture pour la réalisation des cartes grises et les formalités administratives liées à l'automobile. BVM Motors propose des extensions de garanties  et des solutions de financement rapides et compétitives.Consultez-nous. "
C For Car,07 69 60 24 04,4 rue Muga - ZA de Lana, 64210 Arbonne, France,http://www.cforcar.fr,"Installé à 5 minutes de Biarritz, CforCar vous propose un large choix de voitures anciennes minutieusement sélectionnées. Qu’elles soient dans leur état d’origine ou totalement restaurées, elles vous garantiront une entière satisfaction.Nous avons développé des partenariats avec des ateliers de restauration, en France et à l’étranger. Concernant l’entretien courant de votre véhicule, nous travaillons avec… > lire la suite des garages spécialisés dans les voitures de collection, proches de notre showroom.Contactez-nous pour une recherche personnalisée !"
C.V.M.E.P.,06 16 13 50 31,, 30000 NIMES, France,http://www.cforcar.fr, 06 16 13 50 31
C2V Automobiles,+33 6 75 19 81 32,VOIE HESTIA, 31190 AUTERIVE, France,http://www.cforcar.fr, +33611435673
Calvados Auto Retro,02 31 63 41 54,96 rte de Cormeilles, 14100 lisieux, France,http://www.calvados-autoretro.fr,"Situé en plein cœur du pays d’auge, Calvados Auto Rétro met à votre service trente ans d’expérience dans l’automobile.Comme vous, je suis d’abord un passionné et un collectionneur.Je vous propose un choix de véhicules rigoureusement… > lire la suite sélectionnés et vous offre la possibilité d’accueillir votre véhicule en dépôt vente (conditions sur demande).Vous recherchez la voiture de vos rêves, celle de vos souvenirs d’enfance… ou vous désirez acheter une voiture aux États-Unis, je m’occupe de tout : recherche, transport, formalités douanières…Dans notre page “Boutique” vous trouverez nos ventes de pièces détachées d’occasion (tout n’est pas en ligne, n’hésitez pas à nous contacter), lubrifiants, additifs, bougies, produits d’entretien, objets décos. Nous vendons également des batteries (sur commande) à récupérer à notre garage.Notre atelier est à votre service pour l’entretien et la mécanique de votre véhicule ancien."
Capots Vintage,06 69 26 53 06,, 69700 Montagny, France,http://capotsvintage.com,"Capots Vintage basé sur la région de Lyon est spécialisé dans l’achat, la vente et le gardiennage de voitures de collection, voitures anciennes et véhicules de prestige.Nous vous proposons différents services :- Dépôt-vente Voiture :… > lire la suite reprise, recherche personnalisée,- Location Voiture : particuliers et professionnels avec chauffeur,- Entretien et restauration de véhicule afin de profiter de la meilleure façon qu’il soit de vos véhicules d’exception, sans avoir de contraintes.Nous accordons une attention particulière à l’historique de nos véhicules et disposons d’un atelier équipé : Chaque véhicule sélectionné en vente dans notre garage a subi un examen complet de façon à contrôler l’état de la carrosserie, du châssis et de la mécanique.www.capotsvintage.com"
Car Fever,06 75 33 32 26,11 rue Ronsard, 72220 Ecommoy, France,http://carfever.fr,"La société Car Fever est une société d’import et de négoce automobile haut de gamme à usage de particuliers et de professionnels. Sur une simple prise de contact, par téléphone, par mail ou directement via notre site, nous ouvrons un dossier et mettons en place un suivi personnalisé afin de répondre le plus précisément possible aux attentes de nos clients. Nous mettons en oeuvre tout notre savoir faire pour vous trouver le véhicule neuf ou… > lire la suite d’occasion récente que vous désirez dans les plus brefs délais, nous vous accompagnons dans les formalités administratives (carte grise par exemple) et nous vous aidons à reprendre votre ancien véhicule.Nous nous efforçons de vous offrir au quotidien des services à la hauteur de vos exigences !"
Car Museum,+ 33 (0)6 50 60 70 06,Le Manoir, 69170 Tarare, France,http://carmuseum.fr/,"Depuis 1994, le Musée automobile de St. Louis, implanté dans le Missouri, fournit des véhicules, motos, bateaux et avions de qualité pour les collectionneurs du monde entier. La variété de cet inventaire témoigne d’une véritable passion pour tout ce qui touche à l'automobile de collection.Le Musée achète, vend, consigne et échange activement tout type de… > lire la suite véhicule d’exception, allant des voitures anciennes recherchées aux modèles américains musclés en passant par les véhicules sportifs européens. Chaque véhicule est exposé de manière experte dans des locaux climatisés d'une superficie de plus de 8000 mètres carrés pour garantir leur parfaite conservation. Forts de deux décennies d'expérience sur le marché automobile international les professionnels réunis au sein de la S.F.V.E sélectionnent les meilleures sociétés de transport terrestre et maritime pour assurer que l'acheminement de chaque véhicule soit effectué dans le respect des plus hauts standards de qualité."
CARROSSERIE AURELUX,0231475049,Rue Léon Foucault 1062, zi Spher, zi Sphere,http://carmuseum.fr/,Restauration 
Casting Automobiles Classic,+33 (0)1 46 51 10 00,58 bld Murat, 75016 PARIS, France,http://casting-automobiles.espacevo.fr,"Nous mettons à votre disposition un large choix de sportives et GT d'occasion récentes toutes marques FERRARI, PORSCHE, ASTON MARTIN, MERCEDES, AUDI, BMW, MASERATI, BENTLEY, JAGUAR... Vous pourrez aussi découvrir un large choix de véhicules de collection tels que Porsche 356, Porsche 911, Jaguar Type E, Alfa Romeo,… > lire la suite Ferrari...Tous nos véhicules sont en stock, visibles sur rendez-vous et vendus avec garantie de 6 à 12 mois "
Cazor Auto Passion,06 36 50 53 47,3 RUE DES NOVALLES, 21240 TALANT, France,http://cazor-auto-passion.fr,"Passionné d’automobiles, Jean-Philippe Cazor s’est investi entièrement dans sa passion en créant en 2016 son entreprise Cazor Auto Passion.Toujours désireux de vous satisfaire, il est entouré d’une équipe de professionnels qui l’accompagnent au quotidien dans son métier. Vous garantir la meilleure expérience qui soit est sa priorité pour que vous soyez… > lire la suite satisfaits.Achat / Revente :De manière classique, nous pouvons reprendre purement et simplement votre voiture, et ce à l’instar d’un concessionnaire. L’idée est de permettre une vente ou acquisition rapide.Conseils en vente ( Intermédiaire simple ou dépôt-vente )L’activité d’intermédiaire de vente consiste à faire la promotion de votre véhicule, sélectionner les potentiels acquéreurs, et le plus important, sécuriser la transaction.Ici, le vendeur garde son véhicule le temps de la vente contrairement au dépôt-vente où le véhicule est stocké par la société.Conseil en recherche :il s’agit ici de sélectionner les meilleures affaires du moment pour vous ! Alors ne perdez plus votre temps et bénéficiez d’un véritable conseil pour un choix éclairé et argumenté (définition du choix, des options, éclairage sur l’environnement économique). La société se charge des négociations et bien entendu du rapatriement du véhicule sélectionné à votre domicile ou devant la société.En fonction du prix du véhicule convoité, j’effectue les recherches sur toute la France et travaille également avec plusieurs importateurs qualifiés notamment pour les véhicules neufs.S’agissant d’une prestation de service, la commission est due par celui qui me mandate (soit le vendeur pour tout ce qui concerne l’activité d’intermédiaire et de dépôt-vente, soit l’acquéreur dans le cas d’une recherche), elle est connue dès l’origine et varie en fonction de la valeur du véhicule.Pour information, différentes garanties peuvent être fournies. Par exemple, pour les véhicules de moins de 5 ans et 100000km, il est possible de reprendre purement et simplement les garanties du constructeur (pièces et main d’œuvre).Audits :Obtenez un bilan précis de l’état de santé de votre véhicule, concrétisé par des données scientifiques irréfutables. Véritable plus-value apportée au véhicule avec remise d’un document sous la forme d’un livre d’audit. (Passage au banc, analyse des huiles moteur/boite/pont, historique etc…)."
